station_id,station_name,latitude,longitude,_total_elements,_unique_feature_types,aeroway,amenity,barrier,boundary,building,craft,emergency,healthcare,highway,historic,industrial,landuse,leisure,man_made,military,natural,office,place,power,public_transport,railway,shop,sport,tourism,water,waterway
site_1425,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,15863,17,NA,"bench,boat_rental,cafe,clinic,conference_centre,courthouse,fountain,fuel,parking,place_of_worship,school,theatre,toilets,waste_basket","city_wall,gate,wall",administrative,"mosque,parking,roof,stadium",NA,landing_site,NA,"bus_stop,corridor,crossing,footway,path,pedestrian,residential,secondary,secondary_link,service,steps,traffic_signals","aircraft,castle,city_gate,citywalls,memorial,ship",NA,"allotments,commercial,grass,military,recreation_ground,residential","common,park,pitch,stadium,swimming_pool","flagpole,water_well",NA,"tree,tree_row,water",NA,city,line,"platform,busstop",NA,"gift,ticket",hockey,"artwork,attraction,gallery,information,museum,zoo","lake,reservoir",NA
site_1426,"Narela, Delhi - DPCC",28.822836,77.101981,1653,8,NA,"bus_station,fuel,place_of_worship","gate,wall","administrative,political",office,NA,fire station,NA,"residential,service,tertiary,track,unclassified",NA,NA,"industrial,residential",park,pipeline,NA,tree,government,locality,"line,tower",platform,NA,NA,NA,hostel,NA,NA
site_1427,"Najafgarh, Delhi - DPCC",28.570173,76.933762,2184,9,NA,"hospital,parking",wall,"administrative,political,postal_code",apartments,NA,NA,hospital,"bridleway,construction,living_street,residential,service,tertiary,track",NA,NA,"forest,reservoir","park,garden",NA,NA,water,association,city,"line,tower",platform,NA,NA,NA,information,pond,ditch
site_1428,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255,14941,14,NA,"arts_centre,atm,bank,college,fuel,marketplace,place_of_worship,school,toilets","gate,lift_gate,wall",administrative,"apartments,commercial,political_party_office,residential",NA,NA,NA,"bus_stop,living_street,path,pedestrian,residential,secondary,secondary_link,service,tertiary,traffic_signals,unclassified",NA,NA,"commercial,farmland,industrial,residential",park,water_tower,NA,wood,"company,estate_agent,political_party",city,"line,substation,tower",platform,NA,"alcohol,car_repair,computer,convenience",NA,hotel,NA,NA
site_1429,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,108830,20,NA,"atm,bank,bench,bicycle_rental,charging_station,clinic,college,community_centre,dentist,doctors,drinking_water,fast_food,fixme,fuel,hospital,library,music_school,parking,pharmacy,place_of_worship,prep_school,restaurant,school,shelter,studio,toilets,training,tuition,veterinary,veterinary_pharmacy,waste_basket,waste_disposal,waste_transfer_station","bollard,door,entrance,fence,gate,jersey_barrier,kerb,lift_gate,wall","administrative,place","apartments,college,commercial,hospital,house,parking,residential,retail,roof,school,sports_hall,temple","electronics_repair,photo_studio,photographer,shoemaker",landing_site,"alternative,centre,clinic,dentist,doctor,laboratory,pharmacy","bus_stop,crossing,elevator,footway,living_street,path,primary,primary_link,residential,secondary,service,steps,street_lamp,tertiary,tertiary_link,track,traffic_signals",NA,NA,"education,grass,residential","common,fitness_centre,fitness_station,park,pitch,playground,sports_centre","flagpole,manhole,mast,surveillance,utility_pole,water_well",NA,tree,"company,consulting,courier,estate_agent,financial_advisor,government,guide,insurance,lawyer,ngo,notary,property_management","neighbourhood,quarter","generator,line,pole,substation,tower,transformer","platform,station,stop_area,stop_position","rail,railway_crossing,station,stop,subway,subway_entrance","alcohol,appliance,beauty,books,boutique,car,clothes,computer,confectionery,convenience,cosmetics,dairy,electronics,fabric,fashion_accessories,general,gift,hairdresser,interior_decoration,jewelry,mobile_phone,motorcycle,music,nutrition_supplements,pet,prosthetics,repair,security,shoes,sports,stationery,supermarket,trade","basketball,cricket,martial_arts;fitness;boxing;kickboxing,multi,roller_skating,running,shooting;table_tennis,volleyball","artwork,guest_house,hotel",NA,drain
site_1430,"Rohini, Delhi - DPCC",28.732528,77.11992,10269,16,NA,"atm,bank,bus_station,clinic,college,doctors,events_venue,fast_food,fire_station,fixme,fuel,hospital,marketplace,pharmacy,place_of_worship,restaurant,school","bollard,gate,lift_gate,wall","administrative,political","apartments,college,roof,school",NA,landing_site,NA,"crossing,footway,living_street,path,primary,primary_link,residential,service,tertiary,tertiary_link",NA,NA,"commercial,education,greenfield,recreation_ground,residential","fitness_centre,park,pitch","flagpole,pipeline,pumping_station",NA,"tree,water,wood","company,educational_institution,government,it","city,quarter","line,substation,tower","platform,station",NA,"alcohol,car,car_repair,chemist,confectionery,convenience,gift,jewelry,stationery","cricket;soccer,volleyball",NA,wastewater,canal
site_1431,"Patparganj, Delhi - DPCC",28.623763,77.287209,110843,20,NA,"atm,bank,bench,cafe,car_wash,charging_station,childcare,clinic,college,community_centre,doctors,drinking_water,events_venue,fast_food,ice_cream,kindergarten,language_school,library,marketplace,parking,pharmacy,place_of_worship,prep_school,prison,public_bath,restaurant,school,shelter,toilets,waste_disposal,waste_transfer_station,weighbridge","bollard,chain,cycle_barrier,entrance,gate,hedge,kerb,lift_gate,wall",administrative,"apartments,commercial,construction,mosque,residential,retail,roof,school,storage_tank","builder,electrician,electronics_repair,grinding_mill,hvac,laboratory,metal_construction,painter,tailor",fire_hydrant,"alternative,centre,clinic,doctor,laboratory,pharmacy","bus_stop,crossing,cycleway,elevator,footway,living_street,motorway,path,residential,secondary,secondary_link,service,steps,street_lamp,tertiary,tertiary_link,traffic_mirror,traffic_signals,trunk,trunk_link,unclassified",NA,NA,"brownfield,grass,industrial,railway,residential","fitness_centre,fitness_station,garden,outdoor_seating,park,pitch","manhole,pump,storage_tank,street_cabinet,surveillance,utility_pole,water_tap,works",NA,tree,"advertising_agency,association,company,estate_agent,event_organizer,government,lawyer,musician,ngo,political_party","neighbourhood,suburb","generator,line,pole,substation,tower,transformer",platform,"platform,rail","alcohol,appliance,bag,bakery,bathroom_furnishing,beauty,bed,bicycle,butcher,car_repair,carpet,clothes,confectionery,convenience,copyshop,cosmetics,dairy,electrical,fabric,fashion_accessories,furniture,greengrocer,hairdresser,hardware,ironing,jewelry,kitchen,marquee,mobile_phone,motorcycle,motorcycle_repair,paint,pastry,perfumery,pet,pottery,repair,shoes,stationery,tailor,tobacco,toys,trade,travel_agency,watches,water,water_filter","cricket,roller_skating",information,NA,drain
site_1432,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485,2703,7,NA,"hotel,Tour N Travels",wall,administrative,house,NA,NA,NA,"living_street,residential,secondary,secondary_link,service",NA,NA,industrial,garden,NA,NA,wetland,NA,city,"generator,line,plant,tower",station,"construction,station",NA,NA,NA,NA,NA
site_1434,"Wazirpur, Delhi - DPCC",28.699793,77.165453,8917,12,NA,"blood_bank,clinic,events_venue,hospital,kindergarten,school","gate,wall","administrative,political","industrial,school",NA,NA,centre,"bus_stop,footway,living_street,primary,residential,service,tertiary,tertiary_link,traffic_signals",NA,NA,"commercial,industrial,residential",park,NA,NA,tree,"company,administration",locality,"line,tower","platform,station,stop_area,stop_position","rail,station,stop,subway,subway_entrance",car,NA,NA,NA,NA
site_1435,"Vivek Vihar, Delhi - DPCC",28.672342,77.31526,53934,16,NA,"atm,bank,clinic,college,community_centre,drinking_water,fountain,fuel,hospital,parking,parking_space,place_of_worship,prep_school,restaurant,school,toilets,waste_basket","gate,kerb,lift_gate,wall",administrative,"apartments,house,industrial,residential,roof,school,transportation",NA,landing_site,"centre,hospital","bus_stop,construction,crossing,footway,living_street,residential,secondary,service,steps,street_lamp,tertiary,tertiary_link,traffic_signals,trunk,trunk_link",NA,NA,"grass,residential,retail","park,pitch,playground","mast,monitoring_station,water_tower",NA,"tree,tree_row",company,suburb,"line,tower","platform,station,stop_area,stop_position","platform,rail,station,stop,subway,subway_entrance","convenience,gift",athletics,information,NA,NA
site_1437,"Model Town, Patiala - PPCB",30.349388,76.366642,5185,11,NA,"atm,bank,cafe,college,fast_food,hospital,ice_cream,library,marketplace,parking,place_of_worship,restaurant,theatre,university",gate,adminstrative,"college,commercial,service,university",NA,NA,NA,"construction,crossing,footway,living_street,path,residential,secondary,service,tertiary",NA,NA,grass,"park,pitch,swimming_pool",water_tower,NA,water,association,city,"line,tower",platform,NA,"beauty,hairdresser,laundry,stationery,supermarket","multi,soccer","guest_house,hostel",NA,ditch
site_1438,"Civil Line, Jalandhar - PPCB",31.321907,75.578914,8079,4,NA,"bank,blood_bank,hospital,library,parking,post_office,restaurant,school",wall,adminstrative,apartments,NA,NA,hospital,"living_street,primary,primary_link,residential,secondary,service,tertiary,trunk,trunk_link",NA,NA,commercial,"park,garden",NA,NA,tree,government,city,"line,tower",platform,NA,sports massage,NA,"hotel,museum",NA,NA
site_1447,"Deshpande Nagar, Hubballi - KSPCB",15.351773,75.140726,35550,16,NA,"atm,bank,bicycle_parking,bus_station,cafe,cinema,clinic,college,courthouse,events_venue,fast_food,fountain,fuel,hospital,library,marketplace,pharmacy,place_of_worship,police,post_office,public_building,restaurant,school","bollard,wall",administrative,"apartments,commercial,office",NA,fire_hydrant,"clinic,hospital","bus_stop,footway,living_street,path,primary,primary_link,residential,secondary,secondary_link,service,steps,tertiary,traffic_signals,trunk,unclassified","memorial,statue",NA,"commercial,retail","golf_course,park,sports_centre,stadium",water_tower,NA,"tree,grassland","estate_agent,government","city,neighbourhood,suburb","line,tower",station,"buffer_stop,rail","alcohol,books,car,clothes,confectionery,hifi,jewelry,mall,sports",NA,"artwork,attraction,guest_house,hotel,motel",NA,NA
site_1450,"Kalal Majra, Khanna - PPCB",30.736056,76.209694,1170,3,NA,college,NA,adminstrative,house,NA,"fire_hydrant,landing_site",NA,"residential,secondary,service,tertiary,track,unclassified",NA,NA,"education,residential,institutional",common,NA,NA,"tree,grassland","coworking,educational_institution",city,"line,tower station",platform,NA,café,NA,information,NA,stream
site_1538,"Ratanpura, Rupnagar - Ambuja Cements",31.0325454,76.5623046,430,5,NA,parking,fence,adminstrative,NA,NA,NA,NA,"residential,service,tertiary,unclassified",NA,NA,industrial,NA,NA,NA,grassland,NA,village,"line,plant,tower",NA,rail,NA,NA,NA,NA,NA
site_1541,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482,3926,9,NA,"blood_bank,cafe,clinic,college,food_court,hospital,library,parking,place_of_worship,university",gate,adminstrative,apartment,NA,landing_site,"clinic,hospital","construction,footway,path,residential,service,tertiary,unclassified",NA,NA,"construction,grass,orchard",pitch,NA,NA,water,educational_institution,city,"line,tower",platform,NA,NA,"basketball,cricket,soccer,volleyball",hostel,NA,NA
site_1542,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831,6694,7,NA,"blood_bank,clinic,hospital",wall,administrative,house,NA,NA,hospital,"primary,residential,service,tertiary,tertiary_link,unclassified",NA,NA,residential,park,NA,NA,tree,NA,city,line,"platform,bus stop",NA,"samosa wale,café",NA,NA,NA,NA
site_1550,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,4508,5,NA,"blood_bank,bus_station,hospital","wall,gate",adminstrative,apartment,NA,NA,hospital,"primary,primary_link,residential,secondary,service,tertiary",NA,NA,"commercial,residential","park,garden",NA,NA,tree,educational_institution,city,"line,tower",platform,NA,mall,NA,NA,NA,canal
site_1551,"Tamaka Ind. Area, Kolar - KSPCB",13.1276288,78.1570122,44243,5,NA,depot,wall,postal_code,houses,NA,NA,NA,"primary,residential,service,tertiary,trunk,trunk_link,unclassified",NA,NA,industrial,park,NA,NA,water,NA,city,"line,substation,tower",platform,NA,snack centre,NA,NA,NA,NA
site_1560,"Bawana, Delhi - DPCC",28.7762,77.051074,1665,8,NA,hospital,"gate,wall",administrative,office,NA,NA,hospital,"primary,residential,service,tertiary,tertiary_link,track,unclassified",NA,NA,"industrial,residential",park,NA,NA,water,government office,city,"line,substation,tower","platform,busstop","construction,proposed","shoes,garments",NA,NA,pond,NA
site_1561,"Mundka, Delhi - DPCC",28.684678,77.076574,13980,14,NA,"bus_station,cinema","gate,lift_gate,wall","administrative,political",NA,NA,NA,NA,"footway,living_street,residential,service,tertiary,trunk",NA,NA,"industrial,railway,residential",park,wastewater_plant,NA,water,NA,locality,"line,substation,tower","station,stop_area,stop_position","rail,station,subway",fastfood,foot ball,NA,wastewater,"canal,drain"
site_1562,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,17806,13,NA,"bar,cafe,fuel,hospital,restaurant,school,shelter,waste_basket","city_wall,fence,gate,wall",administrative,fort,NA,landing_site,hospital,"bus_stop,crossing,footway,path,residential,secondary,service,tertiary,traffic_signals,trunk,trunk_link",NA,NA,"commercial,forest,residential","garden,golf_course,park",mast,NA,"sand,wood",institute,city,"line,substation,tower","platform,stop_position",NA,NA,cricket,attraction,NA,drain
site_1563,"Pusa, Delhi - DPCC",28.639652,77.146275,17951,12,NA,"clinic,fuel,research_institute","gate,wall","administrative,political",NA,electronics_repair,NA,centre,"bus_stop,residential,secondary,secondary_link,service,tertiary,track,unclassified",NA,NA,"farmland,industrial,residential","garden,park",NA,NA,tree,NA,neighbourhood,"line,tower","platform,stop_position","proposed,rail","car,music",NA,NA,NA,drain
site_1569,"New Collectorate, Baghpat - UPPCB",28.974801,77.213357,4770,1,NA,hospital,wall,adminstrative,apartments,NA,fire_hydraunt,hospital,"service,trunk,unclassified",NA,NA,commercial,"park,garden",NA,NA,tree,government,city,line,NA,NA,store,NA,information,NA,NA
site_5023,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,19910,6,NA,"parata point,food",NA,adminstrative,school,NA,NA,NA,"residential,secondary,service,track,unclassified",NA,NA,industrial,garden,water tank,NA,"tree,grassland",educational_institution,locality,line,NA,rail,"parata point,food",NA,NA,NA,river
site_5024,"Alipur, Delhi - DPCC",28.815329,77.15301,978,4,NA,"farms,college",wall,"administrative,political",office,NA,NA,NA,"residential,secondary,service",NA,NA,industrial,"garden,park,farms",NA,NA,tree,government,neighbourhood,"line,tower",NA,NA,NA,NA,information,NA,NA
site_5025,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,3614,8,NA,"bank,cafe,community_centre,fuel,place_of_worship,school",gate,administrative,"commercial,roof",NA,NA,NA,"primary,residential,service,services,track,unclassified",NA,NA,"Research_Institute,Research_institute,residential",golf_course,NA,NA,"tree,wood",NA,village,line,cafe and stay,NA,"alcohol,kiosk",NA,NA,NA,NA
site_5040,"Shrivastav Colony, Damoh - MPPCB",23.81748678,79.446246,18961,5,NA,doctors,"gate,wall","administrative,forest",office,NA,NA,NA,"residential,secondary,service,tertiary,trunk,trunk_link,unclassified",NA,NA,residential,park,NA,NA,"tree,wood","educational institute,givernament",city,"line,substation,tower",NA,NA,NA,NA,information,NA,NA
site_5042,"Shasthri Nagar, Ratlam - IPCA Lab",23.331731,75.045981,42233,11,NA,"college,marketplace,school","gate,wall",administrative,house,NA,NA,NA,"residential,secondary,service,tertiary,trunk,turning_circle",monument,NA,"railway,reservoir","park,pitch,stadium",NA,NA,water,NA,city,"line,tower","platform,stop_area","buffer_stop,disused,platform,rail",confectionery,NA,attraction,pond,NA
site_5043,"Sector-7, Kurukshetra - HSPCB",29.966942,76.875879,17106,8,NA,"college,dentist,hospital,school","gate,wall",administrative,school,NA,NA,NA,"construction,residential,service,tertiary,unclassified",NA,NA,"forest,residential,retail",park,water_tower,NA,"tree,wood",NA,village,"line,tower",platform,NA,NA,NA,information,NA,NA
site_5046,"Gobind Pura, Yamuna Nagar - HSPCB",30.1480566,77.2893471,5078,5,NA,"hospital,school",gate,administrative,office,NA,NA,NA,"residential,secondary,service,tertiary,tertiary_link",NA,NA,commercial,park,NA,NA,tree,corporate,village,line,NA,NA,juice corner,NA,NA,NA,NA
site_5048,"Sector-18, Panipat - HSPCB",29.432304,76.972765,84534,7,NA,"community_centre,temple","gate,toll_booth",administrative,roof,NA,NA,NA,"motorway,residential,secondary,service,tertiary,tertiary_link,trunk,trunk_link",NA,NA,"industrial,residential",park,NA,NA,"tree,wood",NA,"neighbourhood,city",line,platform,proposed,clothing Store,NA,NA,NA,NA
site_5051,"F-Block, Sirsa - HSPCB",29.5364,75.0158,2808,4,NA,"blood_bank,clinic,college,hospital","gate,wall",administrative,college,laboratory,landing_site,NA,"primary,residential,service,tertiary",building,NA,"commercial,education,farmland,institutional","grass,park",NA,NA,tree,"educational institute,Governament",city,line,"platform,bustop",NA,"cafe,mess",NA,"artwork,attraction,gallery,information",NA,ditch
site_5052,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,11878,6,NA,"blood_bank,clinic,dentist,hospital,school",gate,administrative,office,NA,NA,hospital,"primary,primary_link,residential,secondary,tertiary,unclassified",building,NA,"basin,garages",grassland,mast,NA,water,"educational_institution,governamnet",city,line.tower,"platform,busstop",NA,"sweets,fastfood",NA,information,pond,pressurised
site_5053,"Shastri Nagar, Narnaul - HSPCB",28.060249,76.113115,595,6,NA,"conference_centre,courthouse,parking,place_of_worship","gate,wall",administrative,office,NA,NA,NA,"residential,service,unclassified",building,NA,"education,grass,recreation_ground,residential,commercial",playground,NA,NA,tree,"government,security",city,"insulator,line,portal,substation,tower","platform,bus stop",NA,mall,NA,information,NA,NA
site_5054,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934,8801,4,NA,"park,secratariat,court","gate,wall",administrative,office,NA,NA,NA,"primary,residential,service,tertiary",building,NA,farmland,park,NA,NA,"tree,park",goverment,city,"line,tower","platform,bustsop",NA,juice bhandhar,NA,"artwork,attraction,gallery,information",NA,ditch
site_5055,"General Hospital, Mandikhera(Nuh) - HSPCB",27.9002,76.9938,1770,6,NA,"blood_bank,hospital","gate,wall",adminstrative,apartments,NA,NA,hospital,"residential,trunk",building,NA,residential,"park,grassland",NA,NA,tree,goverment,town,"line,tower",platform,NA,juice,NA,information,NA,NA
site_5057,"Urban Estate-II, Hisar - HSPCB",29.14056,75.744941,2641,6,NA,"fast_food,hospital,school","gate,wall",administrative,apartment,NA,NA,hospital,"primary,residential,secondary,service",NA,NA,residential,park,NA,NA,tree,governament,town,line,platform,"buffer_stop,rail",clothes,NA,information,NA,NA
site_5060,"Nathu Colony, Ballabgarh - HSPCB",28.3419248,77.319699,43936,8,NA,"bus_station,clinic,doctors,hospital,school","gate,lift_gate",administrative,commercial,NA,NA,hospital,"footway,living_street,residential,secondary,secondary_link,service,tertiary,tertiary_link,trunk",NA,NA,"industrial,residential",grassland,water_tower,NA,tree,governament,city,substation,"station,stop_area,stop_position","station,stop,subway","vhay,jio service centre",NA,NA,NA,NA
site_5065,"GIDC, Ankleshwar - GPCB",21.613267,73.010555,1853,9,NA,"clinic,hospital,library","gate,wall",administrative,"office,apartments",NA,NA,"clinic,hospital","path,primary,residential,secondary,tertiary",NA,NA,"industrial,residential",park,works,NA,water,company,city,line,bustop,NA,hardware store,NA,information,reservoir,drain
site_5066,"Sector-10, Gandhinagar - GPCB",23.221714,72.654328,2998,10,helipad,"fast_food,parking_space,restaurant",gate,administrative,"apartments,commercial,government,office,retail",NA,NA,NA,"footway,pedestrian,residential,service,tertiary","building,",NA,"commercial,grass,greenfield,residential",park,statue,NA,water,government,neighbourhood,lNA,platform,NA,"airtel store,food",NA,"artwork,attraction,gallery,information,museum,zoo",NA,NA
site_5067,"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,1486,7,NA,electronics,gate,administrative,"apartments,office",NA,NA,NA,"primary,residential,secondary,service,tertiary,unclassified",building,NA,industrial,grassland,water_tower,NA,tree,company,city,"line,substation,tower",platform,NA,NA,NA,information,NA,stream
site_5068,"Sahilara, Maihar - KJS Cements",24.2613009,80.7231783,3218,10,NA,place_of_worship,gate,"administrative,forest",religious,NA,NA,NA,"pedestrian,residential,secondary,service",temple,NA,residential,park,NA,NA,"peak,water,wood",temple,village,NA,NA,NA,NA,NA,attraction,lake,river
site_5071,"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013,37455,6,NA,"hotel,Tour N Travels",gate,administrative,apartment,NA,NA,hospicare,"primary,residential,secondary,service,tertiary,trunk,trunk_link,unclassified",NA,NA,industrial,grass,water_tower,NA,tree,company,town,line,platform,NA,supermarket,NA,hotel,NA,NA
site_5073,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,37260,13,NA,"bank,cafe,cinema,clinic,college,events_venue,place_of_worship,restaurant","gate,jersey_barrier",administrative,"apartments,commercial",NA,NA,"laboratory,hospital","primary,residential,secondary,service,tertiary,unclassified",memorial,NA,"residential,retail",playground,NA,NA,tree,educational_institution,suburb,line,platform,"buffer_stop,level_crossing,proposed,rail,switch","chemist,clothes,confectionery,greengrocer,hardware,shoes",NA,hostel,NA,NA
site_5081,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,66178,7,NA,"clinic,college,hospital,place_of_worship",gate,administrative,hospital,NA,NA,hospital,"living_street,residential,service,tertiary,track,trunk,trunk_link",NA,NA,"Neighborhood,hospital,neighborhood,residential",park,NA,NA,"tree,garden",hospital,town,"line, tower",platform,NA,fastfood,NA,NA,NA,NA
site_5082,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075,11947,13,NA,"bank,food_court,hospital",gate,adminstrative,"residential,school",NA,NA,hospital,"living_street,motorway,residential,service,tertiary,tertiary_link",NA,NA,"recreation_ground,residential",park,water_tower,NA,water,NA,"neighbourhood,city","line,tower",platform,NA,"medical_supply,stationery,supermarket,variety_store",NA,NA,river,"canal,drain"
site_5083,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,5573,2,NA,clinic,gate,administrative,residential,NA,NA,NA,"construction,residential,service,tertiary,trunk",NA,NA,neighbouhood,park,NA,NA,grassland,NA,neighbourhood,line,platform,NA,CAR rentals,NA,NA,NA,NA
site_5101,"Belur Math, Howrah - WBPCB",22.629801,88.352017,26008,18,NA,"guesthouse,pharmacy",gate,administrative,"college,dormitory,temple",NA,fire_hydrant,pharmacy,"bus_stop,living_street,path,primary,residential,service,tertiary,track,unclassified",NA,NA,railway,"garden,pitch",water_tap,NA,"tree,tree_row,water",educational_institution,city,"line,tower","platform,station","rail,station",confectionery,"soccer,volleyball","hostel,museum","pond,river",NA
site_5102,"Vasai West, Mumbai - MPCB",19.3832,72.8204,4831,9,NA,hospital,gate,administrative,school,NA,NA,counselling,"residential,service,tertiary,tertiary_link,unclassified",NA,NA,"residential,salt_pond",park,water_plant,NA,wetland,NA,"suburb,town",NA,platform,NA,"momo hub,pizza hut",NA,NA,NA,NA
site_5103,"Nerul, Navi Mumbai - MPCB",19.008751,73.01662,10890,17,NA,"bank,bicycle_rental,bus_station,childcare,fast_food,fountain,fuel,hospital,marketplace,parking,place_of_worship,post_office,restaurant,school,taxi,toilets,waste_basket,waste_transfer_station","fence,gate,motorcycle_barrier,stile,wall",administrative,"apartments,residential,retail,school",NA,NA,"hospice,hospital","bus_stop,crossing,cycleway,footway,path,pedestrian,primary,primary_link,residential,secondary,secondary_link,service,steps,tertiary,traffic_signals,unclassified",NA,NA,"construction,grass,recreation_ground,religious,residential","bird_hide,common,fitness_station,garden,horse_riding,park,pitch,playground,swimming_pool","wastewater_plant,water_works",NA,"tree,water,wetland,wood",telecommunication,neighbourhood,"generator,line,substation,tower","platform,station",NA,"mall,pyrotechnics,supermarket","cricket,fitness,soccer,tennis","attraction,guest_house,information","lake,pond,wastewater",NA
site_5104,"Kurla, Mumbai - MPCB",19.0863,72.8888,18296,18,NA,"atm,bank,bar,cafe,campus,clinic,fast_food,fire_station,fuel,grave_yard,parking,pharmacy,place_of_worship,police,restaurant,school,university,vending_machine",gate,administrative,"apartments,church,commercial,house,industrial,kindergarten,retail,school,university",NA,NA,clinic,"bus_stop,living_street,pedestrian,primary,primary_link,residential,secondary,service,tertiary,tertiary_link,traffic_signals,unclassified","memorial,wayside_cross",NA,"cemetery,commercial,construction,grass,industrial,locality,military,recreation_ground,religious,residential,retail","park,pitch",NA,NA,"cliff,tree,wetland,wood",educational_institution,neighbourhood,line,"platform,stop_area,stop_position",construction,"baby_goods,car,car_repair,coffee,interior_decoration,mall,motorcycle,sports,stationery,supermarket,tyres",football;cricket,hotel,NA,drain
site_5105,"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,19710,13,NA,"atm,bank,fuel,police,post_box,post_office,school,taxi",gate,local_authority,"office,education_Instition",NA,NA,NA,"bus_stop,crossing,path,residential,secondary,secondary_link,service,tertiary,traffic_signals,trunk,trunk_link,unclassified",house,NA,"grass,industrial,recreation_ground,residential,village_green","pitch,fitness_station",pipeline,NA,water,"government,ngo","neighbourhood,city","line,plant,substation,tower",platform,NA,NA,foot ball,artwork,river,river
site_5106,"Vile Parle West, Mumbai - MPCB",19.10861,72.83622,18494,17,NA,"atm,blood_bank,cafe,clinic,college,doctors,fast_food,fuel,grave_yard,hospital,ice_cream,parking,parking_entrance,restaurant,school,toilets,university","gate,lift_gate",administrative,"apartments,college,commercial,hospital,hotel,residential,roof,school,university",NA,"fire_alarm_box,fire_extinguisher",hospital,"bus_stop,footway,path,primary,primary_link,residential,secondary,service,steps,tertiary,traffic_signals",building,NA,"education,hospital,industrial,recreation_ground,residential,retail","garden,park,pitch,sports_centre,swimming_pool",surveillance,NA,water,company,suburb,line,platform,construction,"beauty,convenience,dairy,mobile_phone,stationery,supermarket","tennis,tennis;squash;swimming",NA,drain,drain
site_5107,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,15775,17,"aerodrome,apron,gate,hangar,parking_position,taxiway,terminal","atm,bureau_de_change,cafe,check_in,drinking_water,fast_food,fuel,parking,parking_entrance,place_of_worship,restaurant,security_booth,taxi,telephone,toilets","gate,lift_gate","administrative,public_transport","construction,hotel,industrial,roof,transportation",NA,"fire_hydrant,landing_site",NA,"bus_stop,crossing,footway,living_street,motorway,motorway_link,residential,secondary,service,steps,tertiary,traffic_signals",NA,NA,"commercial,construction,industrial,residential","park,pitch,sports_centre,swimming_pool",NA,NA,water,airline,"borough,city","line,tower","platform,station,stop_area,stop_position","platform,station,stop,subway","duty_free,model","swimming,swimming__fitness__squash__tennis__croquet","hotel,information","canal,river","drain,river,stream"
site_5109,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941,12400,8,NA,"atm,blood_bank,college,hospital,school",,administrative,college,NA,NA,hospital,"residential,service,tertiary,trunk,trunk_link,unclassified",NA,NA,residential,"pitch,garden",water_tower,NA,tree,NA,city,"line,tower",platform,proposed,NA,NA,information,NA,river
site_5110,"Fort William, Kolkata - WBPCB",22.55664,88.342674,12255,12,NA,"hotel,institute,golf_cource",gate,administrative,stadium,NA,NA,NA,"footway,path,secondary,secondary_link,service,tertiary,tertiary_link,track",fort,NA,"military,recreation_ground","golf_course,park,pitch,stadium,swimming_pool",statue,academy,"sand,scrub,tree,water,wood",goverment,city,"line,tower",platform,tram,NA,soccer,attraction,"moat,reservoir",drain
site_5111,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,36193,14,NA,"atm,blood_bank,bus_station,college,hospital,marketplace,place_of_worship,police,research_institute,restaurant,school,stage,university",gate,administrative,school,NA,NA,hospital,"bus_stop,footway,living_street,primary,residential,secondary,service,tertiary,unclassified",memorial,NA,"commercial,industrial,residential,retail","park,pitch",NA,NA,water,research,suburb,"line,tower","platform,station",rail,optician,na,information,"lake,pond",NA
